KeyName,ID,Label_KR,Detail_KR,Option_KR,Label_EN,Detail_EN,Option_EN,Label_JP,Detail_JP,Option_JP,Label_SCC,Detail_SCC,Option_SCC
,2400,맑은 우물,모험가가 쉴 수 있는 우물입니다. 마시면 힘이 나서 좀 더 활동할 수 있어요. \다 사용하면 다시 보충해야 합니다.,,Pure well,A well where adventurers can rest. \When you drink from it- you'll feel energized and be able to do more. \When you use it up- you'll need to replenish it.,,澄んだ井戸,冒険者が休憩できる井戸です。飲むと力がわいて、さらに活動できます。\n使い切ったら再度補充する必要があります。,,清澈的井,冒险者可以休息的井。喝了之后会恢复精力- 可以继续活动。\用完后需要重新补充。,
,,,,,,,,,,,,,
,2410,악마의 석상,불길한 기운이 느껴지는 석상입니다. \던전에 존재하는 것만으로 턴마다 위험도가 상승합니다.,,Devil statue,A statue emanating an ominous aura. \Its mere presence in the dungeon increases the danger level each turn. \As this cannot be undone- the decision must be made carefully.,,悪魔の像,不吉な気配を感じさせる石像です。\ダンジョンに存在するだけで- ターンごとに危険度が上昇します。,,恶魔雕像,散发不祥气息的雕像。\仅仅存在于地下城中- 每回合就会增加危险度。,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,2901,신비로운 알,신비한 분위기를 지닌 알입니다. 계약기간 동안 지켜야 합니다.,,Mysterious Egg,An egg with a mysterious atmosphere. Must be kept during the contract period.,,神秘の卵,神秘的な雰囲気を持つ卵です。契約期間中は守らなければなりません。,,神秘之蛋,具有神秘氛围的蛋。必须在契约期间保护它。,
,2902,신비로운 알,신비한 분위기를 지닌 알입니다. 계약기간 동안 지켜야 합니다.,,Mysterious Egg,An egg with a mysterious atmosphere. Must be kept during the contract period.,,神秘の卵,神秘的な雰囲気を持つ卵です。契約期間中は守らなければなりません。,,神秘之蛋,具有神秘氛围的蛋。必须在契约期间保护它。,
,2903,신비로운 알,신비한 분위기를 지닌 알입니다. 계약기간 동안 지켜야 합니다.,,Mysterious Egg,An egg with a mysterious atmosphere. Must be kept during the contract period.,,神秘の卵,神秘的な雰囲気を持つ卵です。契約期間中は守らなければなりません。,,神秘之蛋,具有神秘氛围的蛋。必须在契约期间保护它。,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,2910,신비로운 알,신비한 분위기를 지닌 알입니다. 계약기간 동안 지켜야 합니다. \따듯한 마나가 감돌고 있습니다.,,Mysterious Egg,An egg with a mysterious atmosphere. Must be kept during the contract period. \Warm mana is circulating.,,神秘の卵,神秘的な雰囲気を持つ卵です。契約期間中は守らなければなりません。\温かいマナが漂っています。,,神秘之蛋,具有神秘氛围的蛋。必须在契约期间保护它。\周围环绕着温暖的魔力。,
,2911,신비로운 알,신비한 분위기를 지닌 알입니다. 계약기간 동안 지켜야 합니다. \조금 위험한 마나가 느껴집니다.,,Mysterious Egg,An egg with a mysterious atmosphere. Must be kept during the contract period. \Mana feels a little dangerous.,,神秘の卵,神秘的な雰囲気を持つ卵です。契約期間中は守らなければなりません。 \少し危険なマナが感じられます。,,神秘之蛋,具有神秘氛围的蛋。必须在契约期间保护它。\感觉到有点危险的魔力。,
,2912,신비로운 알,신비한 분위기를 지닌 알입니다. 계약기간 동안 지켜야 합니다. \밝고 활기찬 마나가 느껴집니다.,,Mysterious Egg,An egg with a mysterious atmosphere. Must be kept during the contract period. \Bright and vibrant mana can be felt.,,神秘の卵,神秘的な雰囲気を持つ卵です。契約期間中は守らなければなりません。\明るく活発なマナが感じられます。,,神秘之蛋,具有神秘氛围的蛋。必须在契约期间保护它。\能感受到明亮活跃的魔力。,
,2913,신비로운 알,신비한 분위기를 지닌 알입니다. 계약기간 동안 지켜야 합니다. \따듯한 마나가 감돌고 있습니다.,,Mysterious Egg,An egg with a mysterious atmosphere. Must be kept during the contract period. \Warm mana is circulating.,,神秘の卵,神秘的な雰囲気を持つ卵です。契約期間中は守らなければなりません。\温かいマナが漂っています。,,神秘之蛋,具有神秘氛围的蛋。必须在契约期间保护它。\周围环绕着温暖的魔力。,
,2914,신비로운 알,신비한 분위기를 지닌 알입니다. 계약기간 동안 지켜야 합니다. \강렬한 빛이 알 주변을 감싸고 있습니다.,,Mysterious Egg,An egg with a mysterious atmosphere. Must be kept during the contract period. \An intense light surrounds the egg.,,神秘の卵,神秘的な雰囲気を持つ卵です。契約期間中は守らなければなりません。 \強烈な光が卵の周りを包んでいます。,,神秘之蛋,具有神秘氛围的蛋。必须在契约期间保护它。\强烈的光芒包围着蛋。,
,2915,신비로운 알,신비한 분위기를 지닌 알입니다. 계약기간 동안 지켜야 합니다. \강하고 위험한 힘이 느껴집니다.,,Mysterious Egg,An egg with a mysterious atmosphere. Must be kept during the contract period. \A strong and dangerous power can be felt.,,神秘の卵,神秘的な雰囲気を持つ卵です。契約期間中は守らなければなりません。\強く危険な力が感じられます。,,神秘之蛋,具有神秘氛围的蛋。必须在契约期间保护它。\能感受到强大而危险的力量。,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
3000~3999 facility_Event,,,,,,,,,,,,,
,3000,상행 포탈,지상으로 향하는 포탈입니다.,,Ascending portal,A portal to the ground.,,上行ポータル,地上に向かうポータルです。,,上升传送门,通向地面的传送门。,
,3001,하행 포탈,지하로 향하는 포탈입니다.,,Descending portal,A portal to the underground.,,下行ポータル,地下に向かうポータルです。,,下降传送门,通向地下的传送门。,
,3002,전이 포탈,던전의 숨겨진 공간으로 이동할 수 있는 포탈입니다.,,Portal,A portal that allows you to travel to hidden areas of the dungeon.,,遷移ポータル,ダンジョンの隠されたエリアに移動できるポータルです。,,转移传送门,可以移动到地下城隐藏空间的传送门。,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,3200,낙하 함정,뻔히 보이는 함정이지만 걸린다면 꽤 효과가 있을 거예요.,,Falling trap,It's an obvious trap- but if triggered- it can have quite an effect.,,落とし穴,一目で分かる罠ですが、引っかかれば結構効果がありそうです。,,陷阱,虽然是明显可见的陷阱- 但如果触发了还是会有相当的效果。,
,3201,강화 낙하 함정,뻔히 보이는 함정이지만 걸린다면 꽤 효과가 있을 거예요. 좀 더 여러번 사용 가능합니다.,,Enhanced Falling trap,It's an obvious trap- but if triggered- it can have quite an effect. It can be used a few more times.,,強化落とし穴,一目で分かる罠ですが、引っかかれば結構効果がありそうです。もう少し何回も使用できます。,,强化陷阱,虽然是明显可见的陷阱- 但如果触发了还是会有相当的效果。可以使用更多次。,
,3202,송곳 함정,무시무시한 송곳이 올라오는 함정이에요. 모르고 위를 지나간다면 크게 다칠 거예요.,,Awl trap,It's a terrifying trap with spikes that rise from the floor. If you unknowingly walk over it- you'll be seriously injured.,,トゲの罠,恐ろしいトゲが飛び出す罠です。知らずに上を通れば大怪我をしそうです。,,尖刺陷阱,一种可怕的陷阱- 尖刺会从地面升起。如果不小心踩上去- 会受重伤。,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,3260,가짜 보물 함정 (은),보물 상자처럼 보이지만 실은 미믹이 들어있는 함정이에요. \공격보다는 시간을 낭비하게 하는 데 효율적입니다.,,Silver Mimic Trap,Looks like a treasure chest but actually contains a mimic. \More efficient at wasting time than dealing damage.,,偽宝箱の罠（銀）,宝箱に見えますが- 実はミミックが入っている罠です。\攻撃よりも時間を浪費させるのに効率的です。,,伪宝箱陷阱（银）,看起来像宝箱但实际上内藏拟态怪的陷阱。\比起造成伤害- 更擅长浪费时间。,
,3261,가짜 보물 함정 (금),보물 상자처럼 보이지만 실은 미믹이 들어있는 함정이에요. \공격보다는 시간을 낭비하게 하는 데 효율적입니다.,,Golden Mimic Trap,Looks like a treasure chest but actually contains a mimic. \More efficient at wasting time than dealing damage.,,偽宝箱の罠（金）,宝箱に見えますが- 実はミミックが入っている罠です。\攻撃よりも時間を浪費させるのに効率的です。,,伪宝箱陷阱（金）,看起来像宝箱但实际上内藏拟态怪的陷阱。\比起造成伤害- 更擅长浪费时间。,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,3500,건설 불가 타일,,,X,,,建設不可タイル,,,不可建设区域,,
,3501,Obstacle_Wall,,,Obstacle_Wall,,,Obstacle_Wall,,,障碍物_墙,,
,,,,,,,,,,,,,
,3503,RemoveableObstacle,,,RemoveableObstacle,,,RemoveableObstacle,,,可移除障碍物,,
,3504,Custom_Wall,,,Custom_Wall,,,Custom_Wall,,,Custom_Wall,,
,,,,,,,,,,,,,
,3531,1x1,,,1x1,,,1x1,,,1x1,,
,3532,1x2,,,1x2,,,1x2,,,1x2,,
,3533,1x3,,,1x3,,,1x3,,,1x3,,
,3534,2x1,,,2x1,,,2x1,,,2x1,,
,3535,2x2,,,2x2,,,2x2,,,2x2,,
,3536,2x3,,,2x3,,,2x3,,,2x3,,
,3537,3x1,,,3x1,,,3x1,,,3x1,,
,3538,3x2,,,3x2,,,3x2,,,3x2,,
,3539,3x3,,,3x3,,,3x3,,,3x3,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,3900,StatueBase,,,StatueBase,,,StatueBase,,,雕像底座,,
Gold,3901,금빛 천사상,황금으로 만들어진 천사상입니다. \기도를 올리면 소량의 골드를 얻습니다.,,Golden Angel Statue,It's an angel statue made of gold. \Praying to it rewards you with a small amount of gold.,,金色の天使像,黄金で作られた天使像です。\祈りを捧げると少量のゴールドを得られます。,,金色天使雕像,由黄金制成的天使雕像。\祈祷会获得少量金币。,
Mana,3902,은빛 천사상,순은으로 만들어진 천사상입니다. \기도를 올리면 소량의 마나를 얻습니다.,,Silver Angel Statue,It's an angel statue made of silver. \Praying to it rewards you with a small amount of mana.,,銀色の天使像,純銀で作られた天使像です。\祈りを捧げると少量のマナを得られます。,,银色天使雕像,由纯银制成的天使雕像。\祈祷会获得少量魔力。,
Dog,3903,신뢰의 상,왠지 모를 신뢰가 느껴지는 형상입니다. \기도를 올리면 마나 혹은 골드를 얻습니다.,,Statue of Trust,A figure that emanates inexplicable trust. \Praying grants mana and gold.,,信頼の像,何となく信頼感を感じる像です。\祈りを捧げるとマナとゴールドを得られます。,,信任之像,散发着莫名信任感的形象。\祈祷可获得魔力和金币。,
Dragon,3904,파멸의 상,강한 힘과 파괴의 충동이 느껴지는 형상입니다. \기도를 올리면 위험도가 상승합니다.,,Statue of Ruin,A figure emanating strong power and destructive impulses. \Praying increases danger.,,破滅の像,強い力と破壊の衝動を感じる像です。\祈りを捧げると危険度が上昇します。,,毁灭之像,散发着强大力量和破坏冲动的形象。\祈祷会提升危险度。,
Ravi,3905,평온의 상,안정과 편안함을 주는 형상입니다. \기도를 올리면 인기도가 상승합니다.,,Statue of Tranquility,A figure that provides stability and comfort. \Praying increases popularity.,,安寧の像,安定と安らぎを与える像です。\祈りを捧げると人気度が上昇します。,,安宁之像,带来稳定与安详的形象。\祈祷会提升人气度。,
Cat,3906,친화의 상,문득 말을 걸고 싶어지게 만드는 형상입니다. \기도를 올리면 모든 유닛의 레벨이 1 상승합니다.,,Statue of Harmony,A figure that makes you want to speak to it. \Praying increases all units' levels by 1.,,親和の像,思わず話しかけたくなる像です。\祈りを捧げると全てのユニットのレベルが1上昇します。,,亲和之像,让人不禁想要搭话的形象。\祈祷会使所有单位等级提升1级。,
Demon,3907,공포의 상,쉽사리 쳐다보기 힘든 무서운 형상입니다. \기도를 올리면 모든 유닛을 영구적으로 랜덤하게 강화합니다.,,Statue of Terror,A frightening figure difficult to look at. \Praying permanently enhances all units randomly.,,恐怖の像,容易に見つめられない恐ろしい像です。\祈りを捧げると全てのユニットをランダムに永続的に強化します。,,恐惧之像,令人难以直视的可怕形象。\祈祷会永久随机强化所有单位。,
Hero,3908,영웅의 상,밝은 기운을 내뿜는 형상입니다. \기도를 올리면 랜덤한 아티팩트를 하나 획득합니다.,,Statue of Heroes,A figure radiating bright energy. \Praying grants a random artifact.,,英雄の像,明るい気を放つ像です。\祈りを捧げるとランダムなアーティファクトを一つ獲得します。,,英雄之像,散发着光明气息的形象。\祈祷可获得一个随机神器。,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
5000~6999 contents,,,,,,,,,,,,,
,5000,작은 약초밭,하급 약초가 자라나는 약초밭을 설치합니다. 흔하긴 해도 마나를 지니고 있기 때문에 쓰임새는 많은 편이에요.,,Small herb garden,It installs a herb garden where low-grade herbs grow. Although common- they contain mana- so they have many uses.,,小さな薬草畑,下級薬草が育つ薬草畑を設置します。ありふれていますが、マナを持っているため用途は多いです。,,小型药草园,设置生长低级药草的园地。虽然常见- 但含有魔力- 所以用途广泛。,
,5001,큰 약초밭,하급 약초가 자라나는 약초밭을 설치합니다. 흔하긴 해도 마나를 지니고 있기 때문에 쓰임새는 많은 편이에요.,,Large herb garden,It installs a herb garden where low-grade herbs grow. Although common- they contain mana- so they have many uses.,,大きな薬草畑,下級薬草が育つ薬草畑を設置します。ありふれていますが、マナを持っているため用途は多いです。,,大型药草园,设置生长低级药草的园地。虽然常见- 但含有魔力- 所以用途广泛。,
,5002,고급 약초밭,고급 약초가 자라나는 약초밭을 설치합니다. 쉽게 구할 수 없는 귀한 약초입니다. 마나 효율이 높아요.,,High level herb garden,It installs a herb garden where high-grade herbs grow. These are rare herbs that are not easily obtained. They are highly mana-efficient.,,高級薬草畑,高級薬草が育つ薬草畑を設置します。簡単に手に入らない貴重な薬草です。マナ効率が高いです。,,高级药草园,设置生长高级药草的园地。这些是难以获得的珍贵药草。魔力效率很高。,
,5003,마나 무밭,마나를 지닌 무입니다. 최고급 식재료로도 사용이 되며 기타 여러 합성에 재료로 사용됩니다.,,Mana radish Field,It's a radish containing mana. It's used as a top-grade food ingredient and in various other compounds.,,マナ大根畑,マナを宿した大根です。最高級食材としても使用され、その他様々な合成の材料としても使用されます。,,魔力萝卜田,含有魔力的萝卜。用作顶级食材- 也用于各种合成的材料。,
,5004,고사리의 벽,던전 고사리를 대량으로 설치합니다. 하나하나의 효과는 약해도 모험가들의 발을 붙잡는데는 효과적입니다.,,Fern Wall,Sets up a large amount of dungeon ferns. Though each has a weak effect- they are effective at hindering adventurers' movements.,,シダの壁,ダンジョンシダを大量に設置します。一つ一つの効果は弱いですが、冒険者の足を止めるのに効果的です。,,蕨类墙,大量设置地下城蕨类。虽然单个效果较弱- 但能有效阻碍冒险者的行动。,
,5005,활력초밭,활력초를 설치합니다. 잘못하면 쉽게 손상되기 때문에 채집하는데 많은 시간이 필요합니다.,,Vital Herb Field,Sets up vital herbs. They are easily damaged if handled improperly- requiring a lot of time to gather.,,活力草畑,活力草を設置します。扱いを間違えると簡単に損傷するため、採集には多くの時間がかかります。,,活力草田,设置活力草。如果处理不当容易损坏- 需要很长时间采集。,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,5010,상급 약초의 뿌리,주변에 약초를 퍼트리는 모체 약초입니다. \턴 시작 시 해당 약초가 존재하면- 반경 3칸 이내에 상급약초를 최대 4개까지 생성합니다. \본체인 뿌리가 없어지면 생성 효과도 사라져요.,,High^grade Herb Root,A mother herb that spreads herbs around it. \When this herb exists at the start of a turn- it creates up to 4 high^grade herbs within a 3^tile radius. \If the root itself is removed- the spawning effect disappears.,,上級薬草の根,周囲に薬草を広げる母体となる薬草です。\ターン開始時にこの薬草が存在すると- 半径3マス以内に上級薬草を最大4個まで生成します。\本体である根がなくなると- 生成効果も消えます。,,高级草药之根,一种能在周围扩散草药的母体草药。\在回合开始时如果此草药存在- 会在3格范围内最多生成4个高级草药。\如果根部消失- 生成效果也会消失。,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,5100,작은 광맥,유용한 물질을 얻을 수 있는 광맥을 설치합니다. 여러 광물이 섞여있어요.,,Small Ore Vein,Sets up an ore vein from which useful materials can be obtained. It contains a mix of various minerals.,,小さな鉱脈,有用な物質を得ることができる鉱脈を設置します。様々な鉱物が混ざっています。,,小型矿脉,设置可以获得有用物质的矿脉。混合了各种矿物。,
,5101,큰 광맥,유용한 물질을 얻을 수 있는 광맥을 설치합니다. 여러 광물이 섞여있어요.,,Large Ore Vein,Sets up a larger ore vein from which useful materials can be obtained. It contains a mix of various minerals.,,大きな鉱脈,有用な物質を得ることができるより大きな鉱脈を設置します。様々な鉱物が混ざっています。,,大型矿脉,设置可以获得有用物质的更大矿脉。混合了各种矿物。,
,5102,루비 광맥,루비를 얻을 수 있는 광맥입니다. 꽤나 단단하기 때문에 시간을 들여 채굴해야 합니다.,,Ruby Ore Vein,An ore vein where rubies can be obtained. It is quite hard- requiring time to mine.,,ルビー鉱脈,ルビーを得ることができる鉱脈です。かなり硬いため、時間をかけて採掘する必要があります。,,红宝石矿脉,可以获得红宝石的矿脉。相当坚硬- 需要时间开采。,
,5103,석탄 광맥,석탄을 캘 수 있는 광맥입니다. 쉽고 빠른 채굴이 가능합니다.,,Coal Ore Vein,An ore vein where coal can be mined. It allows for easy and quick mining.,,石炭鉱脈,石炭を採掘できる鉱脈です。簡単かつ迅速に採掘が可能です。,,煤炭矿脉,可以开采煤炭的矿脉。可以快速简单地开采。,
,5104,마나 철광맥,순도 높은 마나 철광석을 다량 포함하고 있는 검은 크리스탈을 설치합니다.,,Mana Iron Ore Vein,Sets up a black crystal containing a large amount of high-purity mana iron ore.,,マナ鉄鉱脈,純度の高いマナ鉄鉱石を多量に含む黒いクリスタルを設置します。,,魔力铁矿脉,设置含有大量高纯度魔力铁矿石的黑色水晶。,
,5105,크리스탈의 벽,크리스탈로 이루어진 벽을 설치합니다. 쓸모는 많지만 채굴 난이도는 높은 편입니다.,,Crystal Wall,Sets up a wall made of crystal. It has many uses but is difficult to mine.,,クリスタルの壁,クリスタルでできた壁を設置します。用途は多いが、採掘の難易度は高いです。,,水晶墙,设置由水晶组成的墙。用途广泛- 但开采难度较高。,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,5200,낙하 함정,고전식 발밑 함정을 설치합니다. 발동되면 시간과 체력에 피해를 줄 수 있어요.,,Falling trap,It installs a classic pit trap. If triggered- it can damage your time and stamina.,,落とし穴,古典的な足元の罠を設置します。作動すると時間と体力にダメージを与えられます。,,陷阱,设置经典的地面陷阱。触发后可以损耗时间和体力。,
,5201,강화 낙하 함정,고전식 발밑 함정을 설치합니다. 기존의 함정보다 조금 더 효과가 강해졌어요.,,Enhanced Falling trap,It installs a classic pit trap. It's slightly more effective than the previous trap.,,強化落とし穴,古典的な足元の罠を設置します。既存の罠よりも少し効果が強くなっています。,,强化陷阱,设置经典的地面陷阱。比之前的陷阱效果稍强。,
,5202,송곳 함정,바닥에서 송곳이 올라오는 무시무시한 함정을 설치합니다. 발동되면 큰 피해를 입힙니다.,,Awl trap,It installs a terrifying trap with spikes that rise from the floor. If triggered- it will inflict severe damage.,,トゲの罠,床からトゲが飛び出す恐ろしい罠を設置します。作動すると大きなダメージを与えます。,,尖刺陷阱,设置从地面升起尖刺的可怕陷阱。触发后会造成巨大伤害。,
,,,,,,,,,,,,,
,5260,가짜 보물 함정 (은),가짜 보물 상자를 설치합니다. \보물인 줄 알고 다가간다면 미믹에게 공격당해 시간과 체력을 뺏길 거예요.,,Silver Mimic Trap,Sets up a fake treasure chest. \If someone approaches thinking it's treasure- they'll be attacked by a mimic and lose time and health.,,偽宝箱の罠（銀）,偽の宝箱を設置します。\宝物だと思って近づくとミミックに攻撃され- 時間と体力を奪われます。,,伪宝箱陷阱（银）,设置一个假宝箱。\如果有人以为是宝物而靠近- 就会被拟态怪袭击- 损失时间和体力。,
,5261,가짜 보물 함정 (금),가짜 보물 상자를 설치합니다. \보물인 줄 알고 다가간다면 미믹에게 공격당해 시간과 체력을 뺏길 거예요.,,Golden Mimic Trap,Sets up a fake treasure chest. \If someone approaches thinking it's treasure- they'll be attacked by a mimic and lose time and health.,,偽宝箱の罠（金）,偽の宝箱を設置します。\宝物だと思って近づくとミミックに攻撃され- 時間と体力を奪われます。,,伪宝箱陷阱（金）,设置一个假宝箱。\如果有人以为是宝物而靠近- 就会被拟态怪袭击- 损失时间和体力。,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,5300,쓸만한 무기,모험가들이 좋아할만한 무기를 설치합니다. \모험가에게 발견되면 던전의 인기도나 위험도가 조금 올라요.,,Useful Swords,Sets up weapons that adventurers would like. \If discovered by adventurers- the dungeon's popularity or danger level slightly increases.,,使える武器,冒険者が好みそうな武器を設置します。\冒険者に発見されると、ダンジョンの人気度や危険度が少し上がります。,,实用武器,设置冒险者会喜欢的武器。\如果被冒险者发现- 地下城的人气或危险度会略微上升。,
,,,,,,,,,,,,,
,5310,마법 반지,던전의 마나를 사용해서 만들어낸 마법 반지입니다. 착용자의 마나를 조금 흡수하는 효과가 걸려있습니다. \모험가에게 발견되면 던전의 인기도가 조금 올라요.,,Magic Ring,It's a magic ring created using the Dungeon's mana. It has an effect that slightly absorbs the wearer's mana. \If discovered by adventurers- the Dungeon's popularity will increase slightly.,,魔法の指輪,ダンジョンのマナを使って作り出した魔法の指輪です。着用者のマナを少し吸収する効果がかかっています。\冒険者に発見されるとダンジョンの人気度が少し上がります。,,魔法戒指,使用地下城的魔力制作的魔法戒指。有轻微吸收佩戴者魔力的效果。\如果被冒险者发现- 地下城的人气会略微上升。,
,,,,,,,,,,,,,
,5330,마법 스크롤,고대의 주문이 적힌 스크롤입니다. 고위 마법사들이 마법을 배우기 위해 필요한 아이템으로 인기가 많습니다.,,Magic Scroll,It's a scroll inscribed with ancient spells. It's a popular item needed by high-level mages to learn magic.,,魔法の巻物,古代の呪文が書かれた巻物です。上位魔法使いたちが魔法を学ぶために必要なアイテムとして人気があります。,,魔法卷轴,刻有古代咒语的卷轴。是高级法师学习魔法所需的热门物品。,
,,,,,,,,,,,,,
,5340,던전 아티팩트,던전에서만 얻을 수 있는 희귀한 아티팩트 입니다. \어떤 아티팩트가 나올지는 알 수 없습니다. \각기 다른 고유한 힘을 가지고 있어요.,,Dungeon Artifacts,It's a rare artifact that can only be obtained from Dungeons. \You can't know what artifact will appear. \Each one has a unique power.,,ダンジョンアーティファクト,ダンジョンでしか手に入らない希少なアーティファクトです。\どんなアーティファクトが出るかは分かりません。\それぞれ異なる固有の力を持っています。,,地下城神器,只能在地下城获得的稀有神器。\无法预知会出现什么神器。\每个都有独特的力量。,
,,,,,,,,,,,,,
,5360,보물상자,던전 탐색의 즐거움을 주는 보물상자를 만들어냅니다. \어떤 등급의 상자가 나올지- 상자 안에 무엇이 들었을지는 열어보기 전까진 알 수 없어요.,,Treasure Chest,Creates treasure chests that bring the joy of dungeon exploration. \What grade of chest will come out- and what's inside the chest can't be known until it's opened.,,宝箱,ダンジョン探索の楽しみを与える宝箱を作り出します。\どんな等級の箱が出るか、箱の中に何が入っているかは開けてみるまで分かりません。,,宝箱,创造给予地下城探索乐趣的宝箱。\在打开之前- 无法知道会出现什么等级的箱子- 以及里面装着什么。,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,5400,맑은 우물,모험가가 쉴 수 있는 우물입니다. 마시면 힘이 나서 좀 더 활동할 수 있어요. \모험가가 좀 더 멀리 갈 수 있도록 돕고 더 많은 마나를 얻게 하는 목적의 장치입니다만- 너무 많은 편의를 제공한다면 오히려 위험해질 수 있으니 신중하게 선택해야 합니다. \층마다 하나만 존재할 수 있는 오브젝트 입니다.,,Pure well,A well where adventurers can rest. \When you drink from it- you'll feel energized and be able to do more. \They're meant to help adventurers go farther and gain more mana- but they can be dangerous if they provide too much convenience. \This is an object that can only exist once per floor.,,清らかな井戸,冒険者が休める井戸です。飲むと力が湧いてもう少し活動できます。\冒険者がもう少し遠くまで行けるよう助け、より多くのマナを得られるようにする目的の装置ですが、あまりに多くの便宜を提供すれば逆に危険になる可能性があるので、慎重に選択する必要があります。\各階に一つしか設置できないオブジェクトです。,,清澈的井,冒险者可以休息的井。喝了之后会恢复精力- 可以继续活动。\这是为了帮助冒险者走得更远- 获得更多魔力的装置- 但如果提供太多便利- 反而可能变得危险- 所以要谨慎选择。\每层只能存在一个的物体。,
,,,,,,,,,,,,,
,5410,악마의 석상,불길한 기운이 느껴지는 석상입니다. \던전에 존재하는 것만으로 턴마다 위험도가 상승합니다. \되돌릴 수 없기 때문에 신중하게 결정해야 합니다. \층마다 하나만 존재할 수 있는 오브젝트 입니다.,,Devil statue,A statue emanating an ominous aura. \Its mere presence in the dungeon increases the danger level each turn. \As this cannot be undone- the decision must be made carefully. \This is an object that can only exist once per floor.,,悪魔の像,不吉な気配を感じさせる石像です。\ダンジョンに存在するだけで- ターンごとに危険度が上昇します。\元に戻すことができないため- 慎重に決断する必要があります。\各階に一つしか設置できないオブジェクトです。,,恶魔雕像,散发不祥气息的雕像。\仅仅存在于地下城中- 每回合就会增加危险度。\由于无法撤销- 必须谨慎决定。\每层只能存在一个的物体。,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,5500,상행 포탈,상행 포탈의 위치를 재지정합니다. \포탈은 층마다 한개만 존재할 수 있어요.,,Ascending portal,Repositions the Ascending portal. \There can only be one portal per floor.,,上行ポータル,上行ポータルの位置を再指定します。\ポータルはフロアごとに1つだけ存在することができます。,,上升传送门,重新指定上升传送门的位置。\每层只能存在一个传送门。,
,5501,하행 포탈,하행 포탈의 위치를 재지정합니다. \포탈은 층마다 한개만 존재할 수 있어요.,,Descending portal,Repositions the Descending portal. \There can only be one portal per floor.,,下行ポータル,下行ポータルの位置を再指定します。ポータルはフロアごとに1つだけ存在することができます。,,下降传送门,重新指定下降传送门的位置。每层只能存在一个传送门。,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,5901,1x1,,,1x1,,,1x1,,,1x1,,
,5902,1x2,,,1x2,,,1x2,,,1x2,,
,5903,1x3,,,1x3,,,1x3,,,1x3,,
,5904,2x1,,,2x1,,,2x1,,,2x1,,
,5905,장애물,2 by 2 의 장애물을 설치합니다. \다른 효과는 없고 모험가들을 돌아가게 만드는 역할입니다.,,Obstacle,Installs a 2 by 2 obstacle. \It has no other effects- its role is to make adventurers go around it.,,障害物,2 x 2の障害物を設置します。\他の効果はなく- 冒険者たちを迂回させる役割です。,,障碍物,安装一个2 x 2的障碍物。\没有其他效果- 只是用来让冒险者绕路的。,
,5906,2x3,,,2x3,,,2x3,,,2x3,,
,5907,3x1,,,3x1,,,3x1,,,3x1,,
,5908,3x2,,,3x2,,,3x2,,,3x2,,
,5909,장애물,3 by 3 의 장애물을 설치합니다. \다른 효과는 없고 모험가들을 돌아가게 만드는 역할입니다.,,Obstacle,Installs a 3 by 3 obstacle. \It has no other effects- its role is to make adventurers go around it.,,障害物,3 x 3の障害物を設置します。\他の効果はなく- 冒険者たちを迂回させる役割です。,,障碍物,安装一个3 x 3的障碍物。\没有其他效果- 只是用来让冒险者绕路的。,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
