0~499 Day Event,,,,,,,,,,,,,,,,
500~999 Story,,,,,,,,,,,,,,,,
1000~1999 퀘스트보드,,,,,,,,,,,,,,,,
"2000~9999 NPC이벤트",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Type(Bubble:Quest),ID,keyName,index,optionString,mainText_KR,mainText_EN,mainText_JP,mainText_SCC,,,Title_KR,Title_EN,Title_JP,Title_SCC,,
,,,8,@Target::Player::Target ,고블린은 강한가요?,Are goblins strong?,ゴブリンは強いんですか？,哥布林很强吗？,,,,,,,,
,,,9,@Target::Herbalist::Target ,어이구- 싸울 생각은 말게. \우리 같은 초보자는 피하는 게 상책이야.,Oh my- don't even think about fighting. \For beginners like us- it's best to stay away.,おいおい- 戦うなんて考えるな。\私たちみたいな初心者は避けるのが一番だ。,哎呀- 别想着去战斗。\像我们这样的新手- 还是躲着点好。,,,,,,,,
,,,10,,아무튼- 난 말해줬으니까.,Well- I've done my part in warning you.,まあ- 私の役目は伝えることだ。,总之- 该说的我都说了。,,,,,,,,
,,,11,,괜히 초보자 던전에 가서 험한 일 당하지 않도록 조심하게.,Be careful not to get into trouble by going to the Novice Dungeon.,むやみに見習いダンジョンに行って酷い目に遭わないように気をつけろよ。,千万别贸然去新手地下城- 小心遭殃。,,,,,,,,
,,,12,@Target::Player::Target ,감사합니다.,Thank you.,ありがとうございます。,谢谢您。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,8020,Herb_GoblinRaid_2,0,@Action::8020::Action,자네- 오랜만에 보는구먼.,Long time no see- friend.,やあ- 久しぶりだな。,哎呀- 好久不见啊。,,,,,,,,
,,,1,@Target::Player::Target ,안녕하세요. 지난번엔 감사했습니다.,Hello. Thanks for your help last time.,こんにちは。この前はありがとうございました。,您好。上次谢谢您了。,,,,,,,,
,,,2,@Target::Herbalist::Target ,그래- 내 정보 덕분에 무사할 수 있었구먼.,Yes- my information kept you safe- didn't it?,ああ- 私の情報のおかげで無事だったようだな。,是啊- 多亏了我的情报- 你才平安无事。,,,,,,,,
,,,3,,이번에도 새로운 소식이 들어왔는데 듣고 가시게.,I've got some new information- listen up.,今回も新しい情報が入ったから聞いていってくれ。,这次又有新消息- 听我说说。,,,,,,,,
,,,4,,지난번에 숲에서 발생한 움직임이 있었잖나.,Remember that movement in the forest last time?,この前- 森で動きがあっただろう？,还记得上次森林里的动静吧？,,,,,,,,
,,,5,@Target::Player::Target ,네. 고블린과 오크들이였죠.,Yes. The goblins and orcs- right?,はい。ゴブリンとオークでしたよね。,是的。是哥布林和兽人对吧？,,,,,,,,
,,,6,@Target::Herbalist::Target ,자네가 그걸 어떻게 아는가? \설마 던전에 갔던 겐가?,How do you know about that? \Don't tell me you went to the dungeon?,君- それをどうして知っている？\まさかダンジョンに行ったのか？,你怎么知道的？\该不会是去地下城了吧？,,,,,,,,
,,,7,@Target::Player::Target ,아... 그건 아니고- 다른 모험가에게 들었습니다.,Ah... No- I heard it from other adventurers.,あ...いえ- 他の冒険者から聞きました。,啊...不是- 是从其他冒险者那里听说的。,,,,,,,,
,,,8,@Target::Herbalist::Target ,그렇구먼. \아무튼 말이야- 이번에는 더 크다는 모양이야.,I see. \Anyway- this time it's bigger.,そうか。\とにかくだ- 今回はもっと大きいらしい。,这样啊。\总之- 这次规模更大。,,,,,,,,
,,,9,@Target::Player::Target ,수상한 움직임이요?,The suspicious movement?,怪しい動きですか？,是可疑的动静吗？,,,,,,,,
,,,10,@Target::Herbalist::Target ,그래. \고블린과 오크는 물론- 무기를 들고 있는 꼬리를 가진 종족도 보인다는구먼.,Yes. \Not just goblins and orcs- but they say there's also a tailed race carrying weapons.,ああ。\ゴブリンやオークだけでなく- 武器を持った尾のある種族も見られるそうだ。,对。\不只是哥布林和兽人- 据说还看到了带着武器的有尾族。,,,,,,,,
,,,11,@Target::Player::Target ,초보자 던전 근처의 숲은 안전한거 아니였나요? \왜 이런 일들이...,Wasn't the forest near the Novice Dungeon supposed to be safe? \Why is this happening...,見習いダンジョン近くの森は安全なはずでは？\なぜこんなことが...,新手地下城附近的森林不是应该很安全吗？\为什么会这样...,,,,,,,,
,,,12,@Target::Herbalist::Target ,나도 처음 겪는 일일세. \아무래도 던전이 변한 영향이 아닐까 싶네만.,This is a first for me too. \I suspect it's because the dungeon has changed.,私も初めての経験だよ。\どうもダンジョンが変わった影響じゃないかと思うがな。,这种情况我也是第一次遇到。\估计是因为地下城变化的缘故吧。,,,,,,,,
,,,13,,초보자 던전에 자주 가는 자네가 더 잘 알지 않겠는가?,You'd know better than anyone- since you go to the Novice Dungeon often.,見習いダンジョンによく行く君の方がよく分かるんじゃないか？,你经常去新手地下城- 应该比我更清楚吧？,,,,,,,,
,,,14,@Target::Player::Target ,확실히... 던전이 많이 달라지기는 했죠.,True... The dungeon has changed a lot.,確かに...ダンジョンは随分変わりましたね。,确实...地下城变化很大。,,,,,,,,
,,,15,@Target::Herbalist::Target ,아무튼- 나는 이번에도 한동안 쉴 예정이네.,Well- I'm planning to take a break for a while again.,まあ- 私も今回はしばらく休むつもりだ。,好吧- 这次我也打算休息一阵子。,,,,,,,,
,,,16,,자네도 조심하게나.,You be careful too.,君も気をつけるんだぞ。,你也要小心。,,,,,,,,
,,,17,@Target::Player::Target ,항상 정보 감사합니다.,Thanks for always sharing information.,いつも情報ありがとうございます。,总是感谢您提供情报。,,,,,,,,
,,,18,@Target::Herbalist::Target ,뭘- 약자끼리 서로 돕고 사는 거지.,Ah- it's just us weaker folks helping each other out.,いやいや- 弱い者同士- 助け合って生きているんだよ。,哎- 咱们弱者之间- 不就得互相帮助嘛。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,9000,Hunter_Slime,0,@Camera::Hunter_Slime::Camera,흠. 토벌 대상은… 슬라임?,Hmmm. The target is... slimes?,ふむ。討伐対象は… スライム？,嗯。讨伐目标是… 史莱姆？,,,,,,,,
,,,1,,슬라임에 현상금이라니- 어이가 없구만.,A bounty on a slime- that's ridiculous.,スライムに懸賞金とは、呆れるな。,史莱姆也有悬赏- 真是可笑。,,,,,,,,
,,,2,,얼른 처치하고 술이나 마시러 가야겠어.,I'm going to make a quick kill and go get a drink.,さっさと処理して酒でも飲みに行くか。,赶紧解决- 去喝酒吧。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,9001,Hunter_EarthGolem,0,@Camera::Hunter_EarthGolem::Camera,여긴가? 최근에 어스골렘이 목격됐다는 곳이.,Is this the place? Where they say an earth golem was spotted recently.,ここか？ 最近アースゴーレムが目撃されたという場所は。,这里吗？ 最近据说目击到了土元素巨像的地方。,,,,,,,,
,,,1,,부르는 게 값이라던데… 제일 먼저 찾아서 한몫 챙겨야겠군.,You get what you pay for- they say... \Gotta be the first to find it and cash in big time.,呼べば値がつくとか… 一番先に見つけて一儲けしなきゃな。,听说价格很高… 得第一个找到- 赚一笔。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,10000,DeathMagician,0,,......,......,......,......,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,10001,DeathMagician_Catastrophe,0,@Action::DeathMagician_Catastrophe::Action,............,............,............,............,,,,,,,,
,,,1,,......봉인 결계로...,......With the sealing barrier...,......封印の結界で...,......用封印结界...,,,,,,,,
,,,2,,...재앙을 다스려라...,...Control the calamity...,...災いを治めよ...,...控制灾难...,,,,,,,,
,,,3, @Target::Player::Target,네?,What?,え？,什么？,,,,,,,,
,,,4,,그게 무슨말인가요?,What do you mean?,それはどういう意味ですか？,那是什么意思？,,,,,,,,
,,,5, @Target::DeathMagician::Target,............,............,............,............,,,,,,,,
,,,6, @Target::Player::Target,?,?,？,？,,,,,,,,
,,,7, @Action::Player_Guild_PosReset::Action  @Target::Player::Target,!!,!!,！！,!!,,,,,,,,
,,,8,,(혹시 던전의 재앙에 대한 이야기인가?),(Could this be about the dungeon's calamity?),（もしかしてダンジョンの災いについての話？）,(难道是关于地下城灾难的话？),,,,,,,,
,,,9,,(그렇지만 어떻게...),(But how...),（でも、どうやって...）,(但是怎么...),,,,,,,,
,,,10,,(아니- 그것보단 해결이 우선이지.),(No- finding a solution is more important right now.),（いや、それより解決が先決だ。）,(不- 比起这个- 解决问题更重要。),,,,,,,,
,,,11,,(분명 특수시설중에 비슷한게 있었던 것 같아.),(I'm sure there was something similar among the technical facilities.),（確か特殊施設の中に似たようなものがあったはず。）,(好像特殊设施中有类似的东西。),,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,10002,DeathMagician_DevilStatue,0,@Action::DeathMagician_DevilStatue::Action,......어둠의 힘으로......,......With the power of darkness......,......闇の力で......,......用黑暗的力量......,,,,,,,,
,,,1,,......어둠을 다스려라......,......Control the darkness......,......闇を統べよ......,......控制黑暗......,,,,,,,,
,,,2,,......5개의 힘이 모인다면......,......When the five powers gather......,......5つの力が集まれば......,......如果五种力量集合......,,,,,,,,
,,,3,,......하나되어 새롭게 태어나리......,......They will become one and be reborn......,......一つとなり新たに生まれ変わる......,......就会合而为一- 重生......,,,,,,,,
,,,4, @Target::Player::Target,......?,......?,......？,......?,,,,,,,,
,,,5,,(묘한 소리를 하네),(What strange words),（不思議なことを言っているな）,(说的真奇怪),,,,,,,,
,,,6,,(나 밖에 들을 수 없을만큼 작은 소리인데...),(The voice is so soft- only I can hear it...),（僕にしか聞こえないほど小さな声なのに...）,(声音小到只有我能听见...),,,,,,,,
,,,7,,...그럼 어떻게 되는데요?,...Then what happens?,...それでどうなるんですか？,...那之后会怎么样呢？,,,,,,,,
,,,8, @Target::DeathMagician::Target,......어둠은 이미 다가왔다......,......Darkness has already approached......,......闇はすでに近づいている......,......黑暗已经降临......,,,,,,,,
,,,9,,......남은것은 스스로의 \운명을 결정지을 뿐......,......All that remains is \to determine your own fate......,......残るは自らの\運命を決めることのみ......,......剩下的就是\自己决定命运......,,,,,,,,
,,,10, @Target::Player::Target,...만약 아무것도 하지 않는다면?,...What if I do nothing?,...もし何もしなければ？,...如果什么都不做呢？,,,,,,,,
,,,11, @Target::DeathMagician::Target,......그 또한 그대의 선택......,......That too is your choice......,......それもまたお前の選択......,......那也是你的选择......,,,,,,,,
,,,12,,......선택의 끝에 \후회하지 않기를......,......May you not regret \what lies at the end of your choice......,......選択の果てに\後悔しないことを......,......希望在选择的尽头\不会后悔......,,,,,,,,
,,,13, @Action::Player_Guild_PosReset::Action  @Target::Player::Target,............,............,............,............,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,10003,DevilStatue_5,0,@Action::DevilStatue_5::Action,......미래의 군주시여......,......O future sovereign......,......未来の君主よ......,......未来的君主啊......,,,,,,,,
,,,1,,......이것을......,......Take this......,......これを......,......请收下此物......,,,,,,,,
,,,2, @Target::Player::Target,이게 뭐죠?,What is this?,これは何でしょうか？,这是什么？,,,,,,,,
,,,3, @Target::DeathMagician::Target,......다가올 시련에 도움이 될 것입니다......,......It will help you with the trials to come......,......来たる試練の助けとなるでしょう......,......这将助你度过即将到来的试炼......,,,,,,,,
,,,4,,......심판을 이겨내고 새로운 질서를......,......Overcome the judgment and create a new order......,......審判を乗り越え- 新たな秩序を......,......战胜审判- 建立新的秩序......,,,,,,,,
,,,5, @Target::Player::Target,무언가 찾아온다는 것 같네.,Something seems to be approaching.,何かが近づいているようだ。,似乎有什么要来了。,,,,,,,,
,,,6,,...실패하면 어떻게 되지?,...What happens if I fail?,...失敗したらどうなるの？,...如果失败会怎样？,,,,,,,,
,,,7, @Target::DeathMagician::Target,......영원한 지옥으로......,......Into eternal hell......,......永遠の地獄へ......,......堕入永恒的地狱......,,,,,,,,
,,,8, @Target::Player::Target,역시- 그렇겠지.,As expected.,やはり- そうか。,果然- 是这样吗。,,,,,,,,
,,,9,,여기까지 온 이상- 물러설 곳도 없어.,Having come this far- there's nowhere to retreat.,ここまで来た以上- 引き下がる場所もない。,既然已经走到这里- 也没有退路了。,,,,,,,,
,,,10,,할 수 있는 만큼은 해보겠어.,I'll do what I can.,できる限りのことはやってみよう。,我会尽我所能。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,11000,Peddler,0,,......,......,......,......,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,11001,Peddler,0,@Option::11000::Option,뭐 필요한 거 있어?,Need anything?,何か必要なものある？,需要什么吗？,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,11010,Peddler,0,@Target::Peddler::Target,혹시 아티팩트 관심있어?,Interested in artifacts?,アーティファクトに興味ある？,对神器感兴趣吗？,,,,,,,,
,,,1,@Target::Player::Target,아티팩트가 뭐죠?,What are artifacts?,アーティファクトって何ですか？,神器是什么？,,,,,,,,
,,,2,@Target::Peddler::Target,음… 특별한 힘을 가진 오브젝트라고 할까?,Hmm... \Let's say they're \objects with special powers.,うーん...\特別な力を持っ\たオブジェクトって言えばいいかな？,嗯...可以说是拥有特殊力量的物品吧？,,,,,,,,
,,,3,@Target::Player::Target,오- \구체적으로 어떤 힘을 가지고 있죠?,Oh- \what kind of powers specifically?,おー- \具体的にどんな力を持っているんですか？,哦- \具体有什么样的力量呢？,,,,,,,,
,,,4,@Target::Peddler::Target,그건 나도 모르지. \궁금하면 한 번 사보지 그래?,I don't know that either. \Why don't you buy one and find out?,それは私にも分からないわ。\気になるなら一つ買ってみたら？,这个我也不知道。\要不你买一个试试看？,,,,,,,,
,,,5,@Target::Player::Target,…뭔가 미심쩍은데요?,...Sounds a bit suspicious.,...なんだか怪しいですね。,...听起来有点可疑啊。,,,,,,,,
,,,6,@Target::Peddler::Target,후회는 안할걸?,You won't regret it- I promise.,後悔はしないわよ？,保证你不会后悔的哦？,,,,,,,,
,,,7,,한동안은 이 길드에 있을 생각이니 \언제든 말 걸어줘~,I'll be around this guild for a while- \so feel free to talk to me anytime~,しばらくはこのギルドにいるつもりだから- \いつでも話しかけてね〜,我打算在这个公会待一段时间- \随时欢迎来找我聊天哦~,,,,,,,,
,,,8,@Target::Player::Target,음- 알겠습니다.,Hmm- alright.,うーん- 分かりました。,嗯- 知道了。,,,,,,,,
,,,9,@Target::Peddler::Target,아- \참고로 아티팩트는 랜덤이고 500골드야!,Oh- by the way- \artifacts are random and cost 500 gold!,あ- ちなみにアーティファクトは\ランダムで500ゴールドよ！,啊- 顺便说一下- \神器是随机的- 价格是500金币！,,,,,,,,
,,,10,@Target::Player::Target,켁- 너무 비싸지 않나요?,Gah- isn't that too expensive?,げっ- 高すぎじゃないですか？,啊- 是不是太贵了？,,,,,,,,
,,,11,@Target::Peddler::Target,그치만~ \정말 귀한거란 말이야.,But~ \They're really rare- you know.,でも〜 \本当に貴重なものなのよ。,但是~ \这真的是非常稀有的东西哦。,,,,,,,,
,,,12,@Target::Player::Target,알겠습니다…,I see...,分かりました...,我明白了...,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,11020,Peddler_Join,0,@Target::Peddler::Target @Action::Peddler_Join::Action,...너- 설마.,...You- no way.,...もしかして。,...你- 该不会。,,,,,,,,
,,,1,,제10대 비보를 다 모은 거야?,Have you collected all 10 Sacred Treasures?,第10代の秘宝を全部集めたの？,你收集齐第十代秘宝了？,,,,,,,,
,,,2,@Target::Player::Target,네. 그런 것 같아요.,Yes. I think so.,はい。そうみたいです。,是的。好像是这样。,,,,,,,,
,,,3,@Target::Peddler::Target,...너- 평범한 모험가가 아니구나?,...You're not an ordinary adventurer- are you?,...あなた、普通の冒険者じゃないでしょう？,...你- 不是普通的冒险者吧？,,,,,,,,
,,,4,@Target::Player::Target,전 평범한 모험가입니다.,I am an ordinary adventurer.,私は普通の冒険者です。,我是普通的冒险者。,,,,,,,,
,,,5,@Target::Peddler::Target,거짓말. 그럴 리가 없잖아.,That's a lie. That's impossible.,嘘よ。そんなはずないじゃない。,说谎。这不可能。,,,,,,,,
,,,6,,상인의 모든 정보력을 사용해서 뒷조사해야겠어?,Should I use all my merchant connections to investigate you?,商人の情報網を総動員して調べる必要があるかしら？,要不要用商人的所有情报网来调查你呢？,,,,,,,,
,,,7,@Target::Player::Target,{@},{@},{@},{@},,,,,,,,
,,,8,,그건 피해주셨으면 하네요.,I'd prefer if you didn't.,それだけはご遠慮願います。,希望您不要那样做。,,,,,,,,
,,,9,@Target::Peddler::Target,그렇지? 그러니 사실대로 말해.,Right? Then tell me the truth.,でしょう？だから本当のことを話して。,对吧？所以说实话吧。,,,,,,,,
,,,10,@Target::Player::Target,...사실 전 초보자 던전의 마스터입니다.,...Actually- I'm the master of the Novice Dungeon.,...実は、私は見習いダンジョンのマスターです。,...其实我是新手地下城的主人。,,,,,,,,
,,,11,@Target::Peddler::Target,응? 길드 근처에 있는 거?,Huh? The one near the guild?,え？ギルドの近くにある？,嗯？是公会附近的那个？,,,,,,,,
,,,12,@Target::Player::Target,네. 맞아요.,Yes- that's right.,はい。そうです。,是的。没错。,,,,,,,,
,,,13,@Target::Peddler::Target,어쩐지 최근에 그 던전에 대한 이상한 소문이 들리더라니.,That explains the strange rumors I've been hearing about that dungeon lately.,なるほど、最近あのダンジョンについて変な噂を聞いてたわけね。,难怪最近听到关于那个地下城的奇怪传闻。,,,,,,,,
,,,14,,네가 원인이었구나?,You were the cause?,あなたが原因だったの？,原来是你造成的？,,,,,,,,
,,,15,@Target::Player::Target,그런 것 같네요.,Seems like it.,そうみたいですね。,好像是这样。,,,,,,,,
,,,16,@Target::Peddler::Target,흐음~,Hmm~,ふーん～,嗯～,,,,,,,,
,,,17,@Target::Player::Target,{?},{?},{?},{?},,,,,,,,
,,,18,@Target::Peddler::Target,저기- 나도 데려가 줘.,Hey- take me with you.,ねえ、私も連れて行って。,那个- 带我一起去吧。,,,,,,,,
,,,19,@Target::Player::Target,어딜요?,Where to?,どこへですか？,去哪里？,,,,,,,,
,,,20,@Target::Peddler::Target,초보자 던전에 말이야.,To the Novice Dungeon.,見習いダンジョンよ。,新手地下城。,,,,,,,,
,,,21,@Target::Player::Target,저는 초보자 던전에 모험하러 가는 게 아닌데요.,I'm not going there for adventure though.,私は冒険をしに行くわけではないのですが。,我不是去冒险的。,,,,,,,,
,,,22,@Target::Peddler::Target,그래- 나도 던전을 구경시켜 달라는 게 아니야.,Right- I'm not asking for a dungeon tour either.,そう、私もダンジョン見学をお願いしてるわけじゃないわ。,对- 我也不是要参观地下城。,,,,,,,,
,,,23,,널 따라가겠다는 거지.,I'm saying I want to follow you.,あなたについて行きたいの。,我是说要跟着你。,,,,,,,,
,,,24,@Target::Player::Target,...이유가 뭐죠?,...Why?,...理由は？,...为什么？,,,,,,,,
,,,25,@Target::Peddler::Target,상인으로서의 촉이랄까?,Call it a merchant's intuition?,商人としての勘というか？,就当是商人的直觉吧？,,,,,,,,
,,,26,,뭔가 널 따라가면 엄청난 이득을 볼 수 있을 것 같은 느낌?,I feel like following you will bring me tremendous profit?,あなたについて行けば、すごい儲けが出そうな予感？,感觉跟着你能获得巨大的利益？,,,,,,,,
,,,27,@Target::Player::Target,...매우 속물적인 이유네요.,...That's quite a materialistic reason.,...とても俗物的な理由ですね。,...真是个很俗气的理由。,,,,,,,,
,,,28,@Target::Peddler::Target,오히려 합리적이라고 해줘~,Say it's practical instead~,むしろ合理的って言って～,说是实际点嘛～,,,,,,,,
,,,29,@Target::Player::Target,좋아요. 그런데 전투는 가능하신가요?,Alright. But can you fight?,いいですよ。でも戦えますか？,好吧。但是你能战斗吗？,,,,,,,,
,,,30,@Target::Peddler::Target,...내가 어떻게 아티팩트들을 모았다고 생각해?,...How do you think I collected those artifacts?,...私がどうやってアーティファクトを集めたと思う？,...你以为我是怎么收集那些神器的？,,,,,,,,
,,,31,@Target::Player::Target,음- 말재주?,Hmm- smooth talking?,うーん、口が上手いとか？,嗯- 靠话术？,,,,,,,,
,,,32,@Target::Peddler::Target,후훗- 난 말이야- 상인이기 이전에 A급 모험가라고.,Hehe- I'll have you know- before being a merchant- I'm an A-rank adventurer.,ふふっ、私はね、商人である前にAランクの冒険者なの。,呵呵- 要知道- 在成为商人之前我可是A级冒险者。,,,,,,,,
,,,33,,충분히 강하단 말씀!,Plenty strong!,十分強いってこと！,够强吧！,,,,,,,,
,,,34,@Target::Player::Target,그럼 걱정 없겠네요.,Then there's nothing to worry about.,では心配ないですね。,那就没什么好担心的了。,,,,,,,,
,,,35,,좋아요. 같이 가요.,Okay. Let's go together.,はい。一緒に行きましょう。,好。一起去吧。,,,,,,,,
,,,36,@Target::Peddler::Target,야호~ 앞으로 잘 부탁해~,Yay~ Looking forward to working with you~,やったー～これからよろしくね～,太好了～以后请多关照～,,,,,,,,
,,,37,@Action::Peddler_Over::Action,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,11011,Peddler,0,@Target::Peddler::Target,돈이 부족한 걸? \참고로 할인은 절대 안되니까!,You don't have enough money? \Just so you know- \there are absolutely no discounts!,お金が足りないの？ \参考までに- \絶対に値引きはしないからね！,钱不够吗？ \提醒你一下- 绝对不打折的哦！,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,11199,Peddler,0,@Action::RandomArtifact::Action @Target::Peddler::Target,고마워~ \돌아가서 확인해봐!,Thanks~ \Go check it out when you get back!,ありがとう〜 \帰ってから確認してみてね！,谢谢~ \回去好好看看吧！,,,랜덤 아티팩트 구매 (500 Gold),Purchase Random Artifact (500 Gold),ランダムアーティファクト購入 (500ゴールド),购买随机神器 (500金币),,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,11299,Peddler,0,@Action::Dialogue_Close::Action,,,,,,,취소,Cancel,キャンセル,取消,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,12000,Lightning,0,,나는 최고의 던전 레이서야!,I am the greatest Dungeon Racer!,私は最高のダンジョンレーサーよ！,我是最强的地下城竞速者！,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,12001,Lightning_Refeat,0,@Target::Player::Target  @Action::12010::Action ,초보자 던전이 또 확장되었다는 소식이에요.,The Novice Dungeon has expanded again.,見習いダンジョンがまた拡張されたそうです。,听说新手地下城又扩张了。,,,,,,,,
,,,1, @Target::Lightning::Target,정말? 또 한 번 방문해야겠는걸.,Really? I should visit again.,本当？もう一度行かなきゃね。,真的吗？那我得再去一次了。,,,,,,,,
,,,2,,이번에도 가장 먼저 가서 1등 기록을 세워야지.,I'll be the first to set a record this time too.,今回も一番最初に行って記録を作るわ。,这次也要第一个去创造记录。,,,,,,,,
,,,3,,혹시 다른 사람에게도 말했어?,Did you tell anyone else?,他の人にも話した？,你告诉其他人了吗？,,,,,,,,
,,,4,@Target::Player::Target,아뇨- 이번이 처음이에요.,No- you're the first.,いいえ- 初めてです。,没有- 你是第一个。,,,,,,,,
,,,5, @Target::Lightning::Target,좋아- 정말 고마워!,Great- thank you so much!,よかった- 本当にありがとう！,太好了- 真是太感谢了！,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,12010,Lightning_First,0, @Action::12010::Action @Target::Player::Target,안녕하세요.,Hello.,こんにちは。,你好。,,,,,,,,
,,,1, @Target::Lightning::Target,안녕~,Hi~,やあ〜,嗨~,,,,,,,,
,,,2,@Target::Player::Target,처음 보는 것 같은데- 혹시 모험가인가요?,Haven't seen you before- are you an adventurer?,初めて見る顔ね- もしかして冒険者？,好像是第一次见面- 你是冒险者吗？,,,,,,,,
,,,3, @Target::Lightning::Target,나? 비슷하긴 하지만- 정확히는 달라.,Me? Similar- but not exactly.,私？似てるけど- 正確には違うわ。,我？差不多- 但准确来说不是。,,,,,,,,
,,,4,,나는 던전 레이서 [라이트닝]!,I'm Lightning- the Dungeon Racer!,私はダンジョンレーサーのライトニング！,我是地下城竞速者闪电！,,,,,,,,
,,,5,,던전을 최단 거리로 답파하는 [던전경주]의 프로지.,I'm a pro at Dungeon Racing- where we clear dungeons in the shortest possible route.,ダンジョンを最短距離で攻略する「ダンジョンレース」のプロよ。,我是以最短路线攻克地下城的地下城竞速赛的职业选手。,,,,,,,,
,,,6,,이미 이 근방에선 나를 이기는 자가 없달까? 후훗.,No one in this area can beat me- hehe.,この辺りじゃ私に勝てる人はいないわ。ふふっ。,这附近已经没有人能打败我了哦？嘿嘿。,,,,,,,,
,,,7,@Target::Player::Target,와- 그런 직업이 있었군요.,Wow- I didn't know such a profession existed.,へぇ- そんな職業があったんですね。,哇- 原来还有这种职业啊。,,,,,,,,
,,,8,,혹시 초보자 던전에 대한 기록도 가지고 계신가요?,Do you have any records for the Novice Dungeon?,もしかして見習いダンジョンの記録もお持ちですか？,您有新手地下城的记录吗？,,,,,,,,
,,,9, @Target::Lightning::Target,없어. \그런 시시한 던전의 기록은 별로 가치가 없는걸?,Nope. \Records for such a trivial dungeon aren't worth much.,ないわ。\そんな簡単なダンジョンの記録に価値なんてないわ。,没有。\那种简单地下城的记录没什么价值。,,,,,,,,
,,,10,@Target::Player::Target,그렇군요.,I see.,そうですか。,是这样啊。,,,,,,,,
,,,11,,그렇지만 최근에 초보자 던전이 확장되었다는 소식은 들으셨나요?,But have you heard that the Novice Dungeon has recently expanded?,でも- 最近見習いダンジョンが拡張されたって聞きました？,不过- 您听说新手地下城最近扩张了吗？,,,,,,,,
,,,12, @Target::Lightning::Target,응? 정말? \처음 듣는 얘기인걸.,Huh? Really? \First time hearing this.,えっ？本当？\初耳ね。,嗯？真的吗？\第一次听说呢。,,,,,,,,
,,,13,@Target::Player::Target,아직 얼마 안 됐어요. \지금 도전한다면 아마 1등 일지도?,It just happened recently. \If you challenge it now- you might be the first.,まだ最近のことなんです。\今チャレンジすれば- たぶん1位になれるかも？,这还是最近的事。\如果现在挑战的话- 说不定能拿第一呢？,,,,,,,,
,,,14, @Target::Lightning::Target,음- 뭔가 내키진 않지만- 어차피 그런 던전이면 금방일 테니.,Hmm- not really interested- but since it's that kind of dungeon- it should be quick.,うーん- あまり気が進まないけど- どうせそんなダンジョンならすぐでしょう。,嗯- 虽然不太感兴趣- 不过反正那种地下城应该很快就能完成。,,,,,,,,
,,,15,,좋아. 접수 완료. \바로 가서 1등 기록을 차지하겠어!,Alright. Challenge accepted. \I'll go get that first place record right now!,よし- 受けて立つわ。\すぐに行って1位の記録を作ってやるわ！,好- 我接受挑战。\这就去创造第一名记录！,,,,,,,,
